Date,Open,High,Low,Close
25-Oct-07,"1,516.15","1,523.24","1,500.46","1,514.40"
26-Oct-07,"1,522.17","1,535.53","1,520.18","1,535.28"
29-Oct-07,"1,536.92","1,544.67","1,536.43","1,540.98"
30-Oct-07,"1,539.42","1,539.42","1,529.55","1,531.02"
31-Oct-07,"1,532.15","1,552.76","1,529.40","1,549.38"
1-Nov-07,"1,545.79","1,545.79","1,506.66","1,508.44"
2-Nov-07,"1,511.07","1,513.15","1,492.53","1,509.65"
5-Nov-07,"1,505.61","1,510.84","1,489.95","1,502.17"
6-Nov-07,"1,505.33","1,520.77","1,499.07","1,520.27"
7-Nov-07,"1,515.46","1,515.46","1,475.04","1,475.62"
8-Nov-07,"1,475.27","1,482.50","1,450.31","1,474.77"
9-Nov-07,"1,467.59","1,474.09","1,448.51","1,453.70"
12-Nov-07,"1,453.66","1,464.94","1,438.53","1,439.18"
13-Nov-07,"1,441.35","1,481.37","1,441.35","1,481.05"
14-Nov-07,"1,483.40","1,492.14","1,466.47","1,470.58"
15-Nov-07,"1,468.04","1,472.67","1,443.49","1,451.15"
16-Nov-07,"1,453.09","1,462.18","1,443.99","1,458.74"
19-Nov-07,"1,456.70","1,456.70","1,430.42","1,433.27"
20-Nov-07,"1,434.51","1,452.64","1,419.28","1,439.70"
21-Nov-07,"1,434.71","1,436.40","1,415.64","1,416.77"
23-Nov-07,"1,417.62","1,440.86","1,417.62","1,440.70"
26-Nov-07,"1,440.74","1,446.09","1,406.10","1,407.22"
27-Nov-07,"1,409.59","1,429.49","1,407.43","1,428.23"
28-Nov-07,"1,432.95","1,471.62","1,432.95","1,469.02"
29-Nov-07,"1,467.41","1,473.81","1,458.36","1,469.72"
30-Nov-07,"1,471.83","1,488.94","1,470.89","1,481.14"
3-Dec-07,"1,479.63","1,481.16","1,470.08","1,472.42"
4-Dec-07,"1,471.34","1,471.34","1,460.66","1,462.79"
5-Dec-07,"1,465.22","1,486.09","1,465.22","1,485.01"
6-Dec-07,"1,484.59","1,508.02","1,482.19","1,507.34"
7-Dec-07,"1,508.60","1,510.63","1,502.66","1,504.66"
10-Dec-07,"1,505.11","1,518.27","1,504.96","1,515.96"
11-Dec-07,"1,516.68","1,523.57","1,475.99","1,477.65"
12-Dec-07,"1,487.58","1,511.96","1,468.23","1,486.59"
13-Dec-07,"1,483.27","1,489.40","1,469.21","1,488.41"
14-Dec-07,"1,486.19","1,486.67","1,467.78","1,467.95"
17-Dec-07,"1,465.05","1,465.05","1,445.43","1,445.90"
18-Dec-07,"1,445.92","1,460.16","1,435.65","1,454.98"
19-Dec-07,"1,454.70","1,464.42","1,445.31","1,453.00"
20-Dec-07,"1,456.42","1,461.53","1,447.22","1,460.12"
21-Dec-07,"1,463.19","1,485.40","1,463.19","1,484.46"
24-Dec-07,"1,484.55","1,497.63","1,484.55","1,496.45"
26-Dec-07,"1,495.12","1,498.85","1,488.20","1,497.66"
27-Dec-07,"1,495.05","1,495.05","1,475.86","1,476.27"
28-Dec-07,"1,479.83","1,488.01","1,471.70","1,478.49"
31-Dec-07,"1,475.25","1,475.83","1,465.13","1,468.36"
2-Jan-08,"1,467.97","1,471.77","1,442.07","1,447.16"
3-Jan-08,"1,447.55","1,456.80","1,443.73","1,447.16"
4-Jan-08,"1,444.01","1,444.01","1,411.19","1,411.63"
7-Jan-08,"1,414.07","1,423.87","1,403.45","1,416.18"
8-Jan-08,"1,415.71","1,430.28","1,388.30","1,390.19"
9-Jan-08,"1,390.25","1,409.19","1,378.70","1,409.13"
10-Jan-08,"1,406.78","1,429.09","1,395.31","1,420.33"
11-Jan-08,"1,419.91","1,419.91","1,394.83","1,401.02"
14-Jan-08,"1,402.91","1,417.89","1,402.91","1,416.25"
15-Jan-08,"1,411.88","1,411.88","1,380.60","1,380.95"
16-Jan-08,"1,377.41","1,391.99","1,364.27","1,373.20"
17-Jan-08,"1,374.79","1,377.72","1,330.67","1,333.25"
18-Jan-08,"1,333.90","1,350.28","1,312.51","1,325.19"
22-Jan-08,"1,312.94","1,322.09","1,274.29","1,310.50"
23-Jan-08,"1,310.41","1,339.09","1,270.05","1,338.60"
24-Jan-08,"1,340.13","1,355.15","1,334.31","1,352.07"
25-Jan-08,"1,357.32","1,368.56","1,327.50","1,330.61"
28-Jan-08,"1,330.70","1,353.97","1,322.26","1,353.96"
29-Jan-08,"1,355.94","1,364.93","1,350.19","1,362.30"
30-Jan-08,"1,362.22","1,385.86","1,352.95","1,355.81"
31-Jan-08,"1,351.98","1,385.62","1,334.08","1,378.55"
1-Feb-08,"1,378.60","1,396.02","1,375.93","1,395.42"
4-Feb-08,"1,395.38","1,395.38","1,379.69","1,380.82"
5-Feb-08,"1,380.28","1,380.28","1,336.64","1,336.64"
6-Feb-08,"1,339.48","1,351.96","1,324.34","1,326.45"
7-Feb-08,"1,324.01","1,347.16","1,316.75","1,336.91"
8-Feb-08,"1,336.88","1,341.22","1,321.06","1,331.29"
11-Feb-08,"1,331.92","1,341.40","1,320.32","1,339.13"
12-Feb-08,"1,340.55","1,362.10","1,339.36","1,348.86"
13-Feb-08,"1,353.12","1,369.23","1,350.78","1,367.21"
14-Feb-08,"1,367.33","1,368.16","1,347.31","1,348.86"
15-Feb-08,"1,347.52","1,350.00","1,338.13","1,349.99"
19-Feb-08,"1,355.86","1,367.28","1,345.05","1,348.78"
20-Feb-08,"1,348.39","1,363.71","1,336.55","1,360.03"
21-Feb-08,"1,362.21","1,367.94","1,339.34","1,342.53"
22-Feb-08,"1,344.22","1,354.30","1,327.04","1,353.11"
25-Feb-08,"1,352.75","1,374.36","1,346.03","1,371.80"
26-Feb-08,"1,371.76","1,387.34","1,363.29","1,381.29"
27-Feb-08,"1,378.95","1,388.34","1,372.00","1,380.02"
28-Feb-08,"1,378.16","1,378.16","1,363.16","1,367.68"
29-Feb-08,"1,364.07","1,364.07","1,325.42","1,330.63"
3-Mar-08,"1,330.45","1,335.13","1,320.04","1,331.34"
4-Mar-08,"1,329.58","1,331.03","1,307.39","1,326.75"
5-Mar-08,"1,327.69","1,344.19","1,320.22","1,333.70"
6-Mar-08,"1,332.20","1,332.20","1,303.42","1,304.34"
7-Mar-08,"1,301.53","1,313.24","1,282.43","1,293.37"
10-Mar-08,"1,293.16","1,295.01","1,272.66","1,273.37"
11-Mar-08,"1,274.40","1,320.65","1,274.40","1,320.65"
12-Mar-08,"1,321.13","1,333.26","1,307.86","1,308.77"
13-Mar-08,"1,305.26","1,321.68","1,282.11","1,315.48"
14-Mar-08,"1,316.05","1,321.47","1,274.86","1,288.14"
17-Mar-08,"1,283.21","1,287.50","1,256.98","1,276.60"
18-Mar-08,"1,277.16","1,330.74","1,277.16","1,330.74"
19-Mar-08,"1,330.97","1,341.51","1,298.42","1,298.42"
20-Mar-08,"1,299.67","1,330.67","1,295.22","1,329.51"
24-Mar-08,"1,330.29","1,359.68","1,330.29","1,349.88"
25-Mar-08,"1,349.07","1,357.47","1,341.21","1,352.99"
26-Mar-08,"1,352.45","1,352.45","1,336.41","1,341.13"
27-Mar-08,"1,340.34","1,345.62","1,325.66","1,325.76"
28-Mar-08,"1,327.02","1,334.87","1,312.95","1,315.22"
31-Mar-08,"1,315.92","1,328.52","1,312.81","1,322.70"
1-Apr-08,"1,326.41","1,370.18","1,326.41","1,370.18"
2-Apr-08,"1,369.96","1,377.95","1,361.55","1,367.53"
3-Apr-08,"1,365.69","1,375.66","1,358.68","1,369.31"
4-Apr-08,"1,369.85","1,380.91","1,362.83","1,370.40"
7-Apr-08,"1,373.69","1,386.74","1,369.02","1,372.54"
8-Apr-08,"1,370.16","1,370.16","1,360.62","1,365.54"
9-Apr-08,"1,365.50","1,368.39","1,349.97","1,354.49"
10-Apr-08,"1,355.37","1,367.24","1,350.11","1,360.55"
11-Apr-08,"1,357.98","1,357.98","1,331.21","1,332.83"
14-Apr-08,"1,332.20","1,335.64","1,326.16","1,328.32"
15-Apr-08,"1,331.72","1,337.72","1,324.35","1,334.43"
16-Apr-08,"1,337.02","1,365.49","1,337.02","1,364.71"
17-Apr-08,"1,363.37","1,368.60","1,357.25","1,365.56"
18-Apr-08,"1,369.00","1,395.90","1,369.00","1,390.33"
21-Apr-08,"1,387.72","1,390.23","1,379.25","1,388.17"
22-Apr-08,"1,386.43","1,386.43","1,369.84","1,375.94"
23-Apr-08,"1,378.40","1,387.87","1,372.24","1,379.93"
24-Apr-08,"1,380.52","1,397.72","1,371.09","1,388.82"
25-Apr-08,"1,387.88","1,399.11","1,379.98","1,397.84"
28-Apr-08,"1,397.96","1,402.90","1,394.40","1,396.37"
29-Apr-08,"1,395.61","1,397.00","1,386.70","1,390.94"
30-Apr-08,"1,391.22","1,404.57","1,384.25","1,385.59"
1-May-08,"1,385.97","1,410.07","1,383.07","1,409.34"
2-May-08,"1,409.16","1,422.72","1,406.25","1,413.90"
5-May-08,"1,415.34","1,415.34","1,404.37","1,407.49"
6-May-08,"1,405.60","1,421.57","1,397.10","1,418.26"
7-May-08,"1,417.49","1,419.54","1,391.16","1,392.57"
8-May-08,"1,394.29","1,402.35","1,389.39","1,397.68"
9-May-08,"1,394.90","1,394.90","1,384.11","1,388.28"
12-May-08,"1,389.40","1,404.06","1,386.20","1,403.58"
13-May-08,"1,404.40","1,406.30","1,396.26","1,403.04"
14-May-08,"1,405.65","1,420.19","1,405.65","1,408.66"
15-May-08,"1,408.36","1,424.40","1,406.87","1,423.57"
16-May-08,"1,423.89","1,425.82","1,414.35","1,425.35"
19-May-08,"1,425.28","1,440.24","1,421.63","1,426.63"
20-May-08,"1,424.49","1,424.49","1,409.09","1,413.40"
21-May-08,"1,414.06","1,419.12","1,388.81","1,390.71"
22-May-08,"1,390.83","1,399.07","1,390.23","1,394.35"
23-May-08,"1,392.20","1,392.20","1,373.72","1,375.93"
27-May-08,"1,375.97","1,387.40","1,373.07","1,385.35"
28-May-08,"1,386.54","1,391.25","1,378.16","1,390.84"
29-May-08,"1,390.50","1,406.32","1,388.59","1,398.26"
30-May-08,"1,398.36","1,404.46","1,398.08","1,400.38"
2-Jun-08,"1,399.62","1,399.62","1,377.79","1,385.67"
3-Jun-08,"1,386.42","1,393.12","1,370.12","1,377.65"
4-Jun-08,"1,376.26","1,388.18","1,371.74","1,377.20"
5-Jun-08,"1,377.48","1,404.05","1,377.48","1,404.05"
6-Jun-08,"1,400.06","1,400.06","1,359.90","1,360.68"
9-Jun-08,"1,360.83","1,370.63","1,350.62","1,361.76"
10-Jun-08,"1,358.98","1,366.84","1,351.56","1,358.44"
11-Jun-08,"1,357.09","1,357.09","1,335.47","1,335.49"
12-Jun-08,"1,335.78","1,353.03","1,331.29","1,339.87"
13-Jun-08,"1,341.81","1,360.03","1,341.71","1,360.03"
16-Jun-08,"1,358.85","1,364.70","1,352.07","1,360.14"
17-Jun-08,"1,360.71","1,366.59","1,350.54","1,350.93"
18-Jun-08,"1,349.59","1,349.59","1,333.40","1,337.81"
19-Jun-08,"1,336.89","1,347.66","1,330.50","1,342.83"
20-Jun-08,"1,341.02","1,341.02","1,314.46","1,317.93"
23-Jun-08,"1,319.77","1,323.78","1,315.31","1,318.00"
24-Jun-08,"1,317.23","1,326.02","1,304.42","1,314.29"
25-Jun-08,"1,314.54","1,335.63","1,314.54","1,321.97"
26-Jun-08,"1,316.29","1,316.29","1,283.15","1,283.15"
27-Jun-08,"1,283.60","1,289.45","1,272.00","1,278.38"
30-Jun-08,"1,278.06","1,290.31","1,274.86","1,280.00"
1-Jul-08,"1,276.69","1,285.31","1,260.68","1,284.91"
2-Jul-08,"1,285.82","1,292.17","1,261.51","1,261.52"
3-Jul-08,"1,262.96","1,271.48","1,252.01","1,262.90"
7-Jul-08,"1,262.90","1,273.95","1,240.68","1,252.31"
8-Jul-08,"1,251.84","1,274.17","1,242.84","1,273.70"
9-Jul-08,"1,273.38","1,277.36","1,244.57","1,244.69"
10-Jul-08,"1,245.25","1,257.65","1,236.76","1,253.39"
11-Jul-08,"1,248.66","1,257.27","1,225.35","1,239.49"
14-Jul-08,"1,241.61","1,253.50","1,225.01","1,228.30"
15-Jul-08,"1,226.83","1,234.35","1,200.44","1,214.91"
16-Jul-08,"1,214.65","1,245.52","1,211.39","1,245.36"
17-Jul-08,"1,246.31","1,262.31","1,241.49","1,260.32"
18-Jul-08,"1,258.22","1,262.23","1,251.81","1,260.68"
21-Jul-08,"1,261.82","1,267.74","1,255.70","1,260.00"
22-Jul-08,"1,257.08","1,277.42","1,248.83","1,277.00"
23-Jul-08,"1,278.87","1,291.17","1,276.06","1,282.19"
24-Jul-08,"1,283.22","1,283.22","1,251.48","1,252.54"
25-Jul-08,"1,253.51","1,263.23","1,251.75","1,257.76"
28-Jul-08,"1,257.76","1,260.09","1,234.37","1,234.37"
29-Jul-08,"1,236.38","1,263.20","1,236.38","1,263.20"
30-Jul-08,"1,264.52","1,284.33","1,264.52","1,284.26"
31-Jul-08,"1,281.37","1,284.93","1,265.97","1,267.38"
1-Aug-08,"1,269.42","1,270.52","1,254.54","1,260.31"
4-Aug-08,"1,253.27","1,260.49","1,247.45","1,249.01"
5-Aug-08,"1,254.87","1,284.88","1,254.67","1,284.88"
6-Aug-08,"1,283.99","1,291.67","1,276.00","1,289.19"
7-Aug-08,"1,286.51","1,286.51","1,264.29","1,266.07"
8-Aug-08,"1,266.29","1,297.85","1,262.11","1,296.32"
11-Aug-08,"1,294.42","1,313.15","1,291.41","1,305.32"
12-Aug-08,"1,304.79","1,304.79","1,285.64","1,289.59"
13-Aug-08,"1,288.64","1,294.03","1,274.86","1,285.83"
14-Aug-08,"1,282.11","1,300.11","1,276.84","1,292.93"
15-Aug-08,"1,293.85","1,302.05","1,290.74","1,298.20"
18-Aug-08,"1,298.14","1,300.22","1,274.51","1,278.60"
19-Aug-08,"1,276.65","1,276.65","1,263.11","1,266.69"
20-Aug-08,"1,267.34","1,276.01","1,261.16","1,274.54"
21-Aug-08,"1,271.07","1,281.40","1,265.22","1,277.72"
22-Aug-08,"1,277.59","1,293.09","1,277.59","1,292.20"
25-Aug-08,"1,290.47","1,290.47","1,264.87","1,266.84"
26-Aug-08,"1,267.03","1,275.65","1,263.21","1,271.51"
27-Aug-08,"1,271.29","1,285.05","1,270.03","1,281.66"
28-Aug-08,"1,283.79","1,300.68","1,283.79","1,300.68"
29-Aug-08,"1,296.49","1,297.59","1,282.74","1,282.83"
2-Sep-08,"1,287.83","1,303.04","1,272.20","1,277.58"
3-Sep-08,"1,276.61","1,280.60","1,265.59","1,274.98"
4-Sep-08,"1,271.80","1,271.80","1,232.83","1,236.83"
5-Sep-08,"1,233.21","1,244.94","1,217.23","1,242.31"
8-Sep-08,"1,249.50","1,274.42","1,247.12","1,267.79"
9-Sep-08,"1,267.98","1,268.66","1,224.51","1,224.51"
10-Sep-08,"1,227.50","1,243.90","1,221.60","1,232.04"
11-Sep-08,"1,229.04","1,249.98","1,211.54","1,249.05"
12-Sep-08,"1,245.88","1,255.09","1,233.81","1,251.70"
15-Sep-08,"1,250.92","1,250.92","1,192.70","1,192.70"
16-Sep-08,"1,188.31","1,214.84","1,169.28","1,213.60"
17-Sep-08,"1,210.34","1,210.34","1,155.88","1,156.39"
18-Sep-08,"1,157.08","1,211.14","1,133.50","1,206.51"
19-Sep-08,"1,213.11","1,265.12","1,213.11","1,255.08"
22-Sep-08,"1,255.37","1,255.37","1,205.61","1,207.09"
23-Sep-08,"1,207.61","1,221.15","1,187.06","1,188.22"
24-Sep-08,"1,188.79","1,197.41","1,179.79","1,185.87"
25-Sep-08,"1,187.87","1,220.03","1,187.87","1,209.18"
26-Sep-08,"1,204.47","1,215.77","1,187.54","1,213.27"
29-Sep-08,"1,209.07","1,209.07","1,106.42","1,106.42"
30-Sep-08,"1,113.78","1,168.03","1,113.78","1,166.36"
1-Oct-08,"1,164.17","1,167.03","1,140.77","1,161.06"
2-Oct-08,"1,160.64","1,160.64","1,111.43","1,114.28"
3-Oct-08,"1,115.16","1,153.82","1,098.14","1,099.23"
6-Oct-08,"1,097.56","1,097.56","1,007.97","1,056.89"
7-Oct-08,"1,057.60","1,072.91",996.23,996.23
8-Oct-08,988.91,"1,021.06",970.97,984.94
9-Oct-08,988.42,"1,005.25",909.19,909.92
10-Oct-08,902.31,936.36,839.8,899.22
13-Oct-08,912.75,"1,006.93",912.75,"1,003.35"
14-Oct-08,"1,009.97","1,044.31",972.07,998.01
15-Oct-08,994.6,994.6,903.99,907.84
16-Oct-08,909.53,947.71,865.83,946.43
17-Oct-08,942.29,984.64,918.74,940.55
20-Oct-08,943.51,985.4,943.51,985.4
21-Oct-08,980.4,985.44,952.47,955.05
22-Oct-08,951.67,951.67,875.81,896.78
23-Oct-08,899.08,922.83,858.44,908.11
24-Oct-08,895.22,896.3,852.85,876.77
27-Oct-08,874.28,893.78,846.75,848.92
28-Oct-08,848.92,940.51,845.27,940.51
29-Oct-08,939.51,969.97,922.26,930.09
30-Oct-08,939.38,963.23,928.5,954.09
31-Oct-08,953.11,984.38,944.59,968.75
3-Nov-08,968.67,975.57,958.82,966.3
4-Nov-08,971.31,"1,007.51",971.31,"1,005.75"
5-Nov-08,"1,001.84","1,001.84",949.86,952.77
6-Nov-08,952.4,952.4,899.73,904.88
7-Nov-08,907.44,931.46,906.9,930.99
10-Nov-08,936.75,951.95,907.47,919.21
11-Nov-08,917.15,917.15,884.9,898.95
12-Nov-08,893.39,893.39,850.48,852.3
13-Nov-08,853.13,913.01,818.69,911.29
14-Nov-08,904.36,916.88,869.88,873.29
17-Nov-08,873.23,882.29,848.98,850.75
18-Nov-08,852.34,865.9,826.84,859.12
19-Nov-08,859.03,864.57,806.18,806.58
20-Nov-08,805.87,820.52,747.78,752.44
21-Nov-08,755.84,801.2,741.02,800.03
24-Nov-08,801.2,865.6,801.2,851.81
25-Nov-08,853.4,868.94,834.99,857.39
26-Nov-08,852.9,887.68,841.37,887.68
28-Nov-08,886.89,896.25,881.21,896.24
1-Dec-08,888.61,888.61,815.69,816.21
2-Dec-08,817.94,850.54,817.94,848.81
3-Dec-08,843.6,873.12,827.6,870.74
4-Dec-08,869.75,875.6,833.6,845.22
5-Dec-08,844.43,879.42,818.41,876.07
8-Dec-08,882.71,918.57,882.71,909.7
9-Dec-08,906.48,916.26,885.38,888.67
10-Dec-08,892.17,908.27,885.45,899.24
11-Dec-08,898.35,904.63,868.73,873.59
12-Dec-08,871.79,883.24,851.35,879.73
15-Dec-08,881.07,884.63,857.72,868.57
16-Dec-08,871.53,914.66,871.53,913.18
17-Dec-08,908.16,918.85,895.94,904.42
18-Dec-08,905.98,911.02,877.44,885.28
19-Dec-08,886.96,905.47,883.02,887.88
22-Dec-08,887.2,887.37,857.09,871.63
23-Dec-08,874.31,880.44,860.1,863.16
24-Dec-08,863.87,869.79,861.44,868.15
26-Dec-08,869.51,873.74,866.52,872.8
29-Dec-08,872.37,873.7,857.07,869.42
30-Dec-08,870.58,891.12,870.58,890.64
31-Dec-08,890.59,910.32,889.67,903.25
2-Jan-09,902.99,934.73,899.35,931.8
5-Jan-09,929.17,936.63,919.53,927.45
6-Jan-09,931.17,943.85,927.28,934.7
7-Jan-09,927.45,927.45,902.37,906.65
8-Jan-09,905.73,910,896.81,909.73
9-Jan-09,909.91,911.93,888.31,890.35
12-Jan-09,890.4,890.4,864.32,870.26
13-Jan-09,869.79,877.02,862.02,871.79
14-Jan-09,867.28,867.28,836.93,842.62
15-Jan-09,841.99,851.59,817.04,843.74
16-Jan-09,844.45,858.13,830.66,850.12
20-Jan-09,849.64,849.64,804.47,805.22
21-Jan-09,806.77,841.72,804.3,840.24
22-Jan-09,839.74,839.74,811.29,827.5
23-Jan-09,822.16,838.61,806.07,831.95
26-Jan-09,832.5,852.53,827.69,836.57
27-Jan-09,837.3,850.45,835.4,845.71
28-Jan-09,845.73,877.86,845.73,874.09
29-Jan-09,868.89,868.89,844.15,845.14
30-Jan-09,845.69,851.66,821.67,825.88
2-Feb-09,823.09,830.78,812.87,825.44
3-Feb-09,825.69,842.6,821.98,838.51
4-Feb-09,837.77,851.85,829.18,832.23
5-Feb-09,831.75,850.55,819.91,845.85
6-Feb-09,846.09,870.75,845.42,868.6
9-Feb-09,868.24,875.01,861.65,869.89
10-Feb-09,866.87,868.05,822.99,827.16
11-Feb-09,827.41,838.22,822.3,833.74
12-Feb-09,829.91,835.48,808.06,835.19
13-Feb-09,833.95,839.43,825.21,826.84
17-Feb-09,818.61,818.61,789.17,789.17
18-Feb-09,791.06,796.17,780.43,788.42
19-Feb-09,787.91,797.58,777.03,778.94
20-Feb-09,775.87,778.69,754.25,770.05
23-Feb-09,773.25,777.85,742.37,743.33
24-Feb-09,744.69,775.49,744.69,773.14
25-Feb-09,770.64,780.12,752.89,764.9
26-Feb-09,765.76,779.42,751.75,752.83
27-Feb-09,749.93,751.27,734.52,735.09
